destination,passanger,weather,temperature,time,coupon,expiration,gender,age,maritalStatus,has_children,education,occupation,income,Bar,CoffeeHouse,CarryAway,RestaurantLessThan20,Restaurant20To50,toCoupon_GEQ5min,toCoupon_GEQ15min,toCoupon_GEQ25min,direction_same,direction_opp,Y,destination_enc,passanger_enc,weather_enc,time_enc,coupon_enc,expiration_enc,gender_enc,age_enc,maritalStatus_enc,education_enc,occupation_enc,income_enc,Bar_num,CoffeeHouse_num,CarryAway_num,RestaurantLessThan20_num,Restaurant20To50_num
Home,Alone,Sunny,80,6PM,Bar,2h,Male,31,Married partner,0,Graduate degree (Masters or Doctorate),Education&Training&Library,$62500 - $74999,less1,less1,4~8,4~8,less1,1,0,0,1,0,0,1,0,0,2,3,1,1,3,2,4,3,1,1,1,6,6,1
Work,Alone,Rainy,55,7AM,Restaurant(<20),2h,Male,31,Married partner,0,Graduate degree (Masters or Doctorate),Education&Training&Library,$62500 - $74999,less1,less1,4~8,4~8,less1,1,1,1,0,1,0,2,0,1,3,0,1,1,3,2,4,3,1,1,1,6,6,1
Work,Alone,Snowy,30,7AM,Restaurant(<20),2h,Male,31,Married partner,0,Graduate degree (Masters or Doctorate),Education&Training&Library,$62500 - $74999,less1,less1,4~8,4~8,less1,1,1,1,0,1,0,2,0,2,3,0,1,1,3,2,4,3,1,1,1,6,6,1
Work,Alone,Snowy,30,7AM,Restaurant(20-50),1d,Male,31,Married partner,0,Graduate degree (Masters or Doctorate),Education&Training&Library,$62500 - $74999,less1,less1,4~8,4~8,less1,1,1,1,0,1,0,2,0,2,3,4,0,1,3,2,4,3,1,1,1,6,6,1
Work,Alone,Sunny,80,7AM,Restaurant(<20),1d,Male,31,Married partner,0,Graduate degree (Masters or Doctorate),Education&Training&Library,$62500 - $74999,less1,less1,4~8,4~8,less1,1,0,0,1,0,1,2,0,0,3,0,0,1,3,2,4,3,1,1,1,6,6,1
No Urgent Place,Kid(s),Rainy,55,6PM,Carry out & Take away,2h,Female,41,Married partner,1,Bachelors degree,Personal Care & Service,$100000 or More,1~3,less1,less1,1~3,1~3,1,1,0,0,1,1,0,2,1,2,2,1,0,4,2,1,11,6,2,1,1,2,2
No Urgent Place,Kid(s),Rainy,55,10PM,Bar,1d,Female,41,Married partner,1,Bachelors degree,Personal Care & Service,$100000 or More,1~3,less1,less1,1~3,1~3,1,1,0,0,1,0,0,2,1,4,3,0,0,4,2,1,11,6,2,1,1,2,2
No Urgent Place,Kid(s),Snowy,30,6PM,Bar,1d,Female,41,Married partner,1,Bachelors degree,Personal Care & Service,$100000 or More,1~3,less1,less1,1~3,1~3,1,1,0,0,1,0,0,2,2,2,3,0,0,4,2,1,11,6,2,1,1,2,2
No Urgent Place,Alone,Sunny,80,10AM,Coffee House,1d,Female,41,Married partner,1,Bachelors degree,Personal Care & Service,$100000 or More,1~3,less1,less1,1~3,1~3,1,1,0,0,1,0,0,0,0,1,1,0,0,4,2,1,11,6,2,1,1,2,2
No Urgent Place,Alone,Sunny,55,6PM,Coffee House,2h,Female,41,Married partner,1,Bachelors degree,Personal Care & Service,$100000 or More,1~3,less1,less1,1~3,1~3,1,0,0,0,1,0,0,0,0,2,1,1,0,4,2,1,11,6,2,1,1,2,2
No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(20-50),2h,Female,41,Married partner,1,Bachelors degree,Personal Care & Service,$100000 or More,1~3,less1,less1,1~3,1~3,1,1,0,0,1,0,0,1,0,0,4,1,0,4,2,1,11,6,2,1,1,2,2
No Urgent Place,Friend(s),Sunny,80,6PM,Coffee House,1d,Female,41,Married partner,1,Bachelors degree,Personal Care & Service,$100000 or More,1~3,less1,less1,1~3,1~3,1,0,0,0,1,1,0,1,0,2,1,0,0,4,2,1,11,6,2,1,1,2,2
No Urgent Place,Friend(s),Sunny,30,10PM,Restaurant(<20),2h,Female,41,Married partner,1,Bachelors degree,Personal Care & Service,$100000 or More,1~3,less1,less1,1~3,1~3,1,0,0,0,1,0,0,1,0,4,0,1,0,4,2,1,11,6,2,1,1,2,2
No Urgent Place,Friend(s),Rainy,55,10PM,Bar,2h,Female,41,Married partner,1,Bachelors degree,Personal Care & Service,$100000 or More,1~3,less1,less1,1~3,1~3,1,1,0,0,1,1,0,1,1,4,3,1,0,4,2,1,11,6,2,1,1,2,2
No Urgent Place,Friend(s),Snowy,30,10AM,Carry out & Take away,1d,Female,41,Married partner,1,Bachelors degree,Personal Care & Service,$100000 or More,1~3,less1,less1,1~3,1~3,1,1,0,0,1,0,0,1,2,1,2,0,0,4,2,1,11,6,2,1,1,2,2
No Urgent Place,Friend(s),Snowy,30,10PM,Carry out & Take away,1d,Female,41,Married partner,1,Bachelors degree,Personal Care & Service,$100000 or More,1~3,less1,less1,1~3,1~3,1,1,0,0,1,0,0,1,2,4,2,0,0,4,2,1,11,6,2,1,1,2,2
No Urgent Place,Kid(s),Sunny,80,2PM,Restaurant(20-50),1d,Female,41,Married partner,1,Bachelors degree,Personal Care & Service,$100000 or More,1~3,less1,less1,1~3,1~3,1,0,0,0,1,0,0,2,0,0,4,0,0,4,2,1,11,6,2,1,1,2,2
No Urgent Place,Kid(s),Sunny,55,2PM,Coffee House,1d,Female,41,Married partner,1,Bachelors degree,Personal Care & Service,$100000 or More,1~3,less1,less1,1~3,1~3,1,1,0,0,1,1,0,2,0,0,1,0,0,4,2,1,11,6,2,1,1,2,2
Home,Alone,Sunny,30,6PM,Carry out & Take away,2h,Female,41,Married partner,1,Bachelors degree,Personal Care & Service,$100000 or More,1~3,less1,less1,1~3,1~3,1,1,0,1,0,1,1,0,0,2,2,1,0,4,2,1,11,6,2,1,1,2,2
Home,Alone,Snowy,30,6PM,Coffee House,1d,Female,41,Married partner,1,Bachelors degree,Personal Care & Service,$100000 or More,1~3,less1,less1,1~3,1~3,1,1,0,0,1,0,1,0,2,2,1,0,0,4,2,1,11,6,2,1,1,2,2
Home,Alone,Snowy,30,10PM,Restaurant(20-50),2h,Female,41,Married partner,1,Bachelors degree,Personal Care & Service,$100000 or More,1~3,less1,less1,1~3,1~3,1,0,0,0,1,0,1,0,2,4,4,1,0,4,2,1,11,6,2,1,1,2,2
Home,Alone,Sunny,80,6PM,Bar,2h,Female,41,Married partner,1,Bachelors degree,Personal Care & Service,$100000 or More,1~3,less1,less1,1~3,1~3,1,0,0,1,0,0,1,0,0,2,3,1,0,4,2,1,11,6,2,1,1,2,2
Home,Partner,Sunny,30,10PM,Carry out & Take away,2h,Female,41,Married partner,1,Bachelors degree,Personal Care & Service,$100000 or More,1~3,less1,less1,1~3,1~3,1,1,0,0,1,0,1,3,0,4,2,1,0,4,2,1,11,6,2,1,1,2,2
Work,Alone,Rainy,55,7AM,Restaurant(<20),2h,Female,41,Married partner,1,Bachelors degree,Personal Care & Service,$100000 or More,1~3,less1,less1,1~3,1~3,1,1,1,0,1,0,2,0,1,3,0,1,0,4,2,1,11,6,2,1,1,2,2
Work,Alone,Snowy,30,7AM,Restaurant(<20),2h,Female,41,Married partner,1,Bachelors degree,Personal Care & Service,$100000 or More,1~3,less1,less1,1~3,1~3,1,1,1,0,1,0,2,0,2,3,0,1,0,4,2,1,11,6,2,1,1,2,2
Work,Alone,Snowy,30,7AM,Restaurant(20-50),1d,Female,41,Married partner,1,Bachelors degree,Personal Care & Service,$100000 or More,1~3,less1,less1,1~3,1~3,1,1,1,0,1,0,2,0,2,3,4,0,0,4,2,1,11,6,2,1,1,2,2
Work,Alone,Sunny,80,7AM,Restaurant(<20),1d,Female,41,Married partner,1,Bachelors degree,Personal Care & Service,$100000 or More,1~3,less1,less1,1~3,1~3,1,0,0,1,0,1,2,0,0,3,0,0,0,4,2,1,11,6,2,1,1,2,2
No Urgent Place,Kid(s),Rainy,55,6PM,Carry out & Take away,2h,Male,31,Married partner,1,Some college - no degree,Construction & Extraction,$37500 - $49999,never,never,4~8,4~8,1~3,1,1,0,0,1,1,0,2,1,2,2,1,1,3,2,0,14,0,0,0,6,6,2
No Urgent Place,Kid(s),Rainy,55,10PM,Bar,1d,Male,31,Married partner,1,Some college - no degree,Construction & Extraction,$37500 - $49999,never,never,4~8,4~8,1~3,1,1,0,0,1,0,0,2,1,4,3,0,1,3,2,0,14,0,0,0,6,6,2
No Urgent Place,Kid(s),Snowy,30,6PM,Bar,1d,Male,31,Married partner,1,Some college - no degree,Construction & Extraction,$37500 - $49999,never,never,4~8,4~8,1~3,1,1,0,0,1,0,0,2,2,2,3,0,1,3,2,0,14,0,0,0,6,6,2
No Urgent Place,Alone,Sunny,80,10AM,Coffee House,1d,Male,31,Married partner,1,Some college - no degree,Construction & Extraction,$37500 - $49999,never,never,4~8,4~8,1~3,1,1,0,0,1,1,0,0,0,1,1,0,1,3,2,0,14,0,0,0,6,6,2
No Urgent Place,Alone,Sunny,55,6PM,Coffee House,2h,Male,31,Married partner,1,Some college - no degree,Construction & Extraction,$37500 - $49999,never,never,4~8,4~8,1~3,1,0,0,0,1,0,0,0,0,2,1,1,1,3,2,0,14,0,0,0,6,6,2
No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(20-50),2h,Male,31,Married partner,1,Some college - no degree,Construction & Extraction,$37500 - $49999,never,never,4~8,4~8,1~3,1,1,0,0,1,0,0,1,0,0,4,1,1,3,2,0,14,0,0,0,6,6,2
No Urgent Place,Friend(s),Sunny,80,6PM,Coffee House,1d,Male,31,Married partner,1,Some college - no degree,Construction & Extraction,$37500 - $49999,never,never,4~8,4~8,1~3,1,0,0,0,1,0,0,1,0,2,1,0,1,3,2,0,14,0,0,0,6,6,2
No Urgent Place,Friend(s),Sunny,30,10PM,Restaurant(<20),2h,Male,31,Married partner,1,Some college - no degree,Construction & Extraction,$37500 - $49999,never,never,4~8,4~8,1~3,1,0,0,0,1,1,0,1,0,4,0,1,1,3,2,0,14,0,0,0,6,6,2
No Urgent Place,Friend(s),Rainy,55,10PM,Bar,2h,Male,31,Married partner,1,Some college - no degree,Construction & Extraction,$37500 - $49999,never,never,4~8,4~8,1~3,1,1,0,0,1,1,0,1,1,4,3,1,1,3,2,0,14,0,0,0,6,6,2
No Urgent Place,Friend(s),Snowy,30,10AM,Carry out & Take away,1d,Male,31,Married partner,1,Some college - no degree,Construction & Extraction,$37500 - $49999,never,never,4~8,4~8,1~3,1,1,0,0,1,1,0,1,2,1,2,0,1,3,2,0,14,0,0,0,6,6,2
No Urgent Place,Friend(s),Snowy,30,10PM,Carry out & Take away,1d,Male,31,Married partner,1,Some college - no degree,Construction & Extraction,$37500 - $49999,never,never,4~8,4~8,1~3,1,1,0,0,1,1,0,1,2,4,2,0,1,3,2,0,14,0,0,0,6,6,2
No Urgent Place,Kid(s),Sunny,80,2PM,Restaurant(20-50),1d,Male,31,Married partner,1,Some college - no degree,Construction & Extraction,$37500 - $49999,never,never,4~8,4~8,1~3,1,0,0,0,1,0,0,2,0,0,4,0,1,3,2,0,14,0,0,0,6,6,2
No Urgent Place,Kid(s),Sunny,55,2PM,Coffee House,1d,Male,31,Married partner,1,Some college - no degree,Construction & Extraction,$37500 - $49999,never,never,4~8,4~8,1~3,1,1,0,0,1,0,0,2,0,0,1,0,1,3,2,0,14,0,0,0,6,6,2
Home,Alone,Sunny,30,6PM,Carry out & Take away,2h,Male,31,Married partner,1,Some college - no degree,Construction & Extraction,$37500 - $49999,never,never,4~8,4~8,1~3,1,1,0,1,0,1,1,0,0,2,2,1,1,3,2,0,14,0,0,0,6,6,2
Home,Alone,Snowy,30,6PM,Coffee House,1d,Male,31,Married partner,1,Some college - no degree,Construction & Extraction,$37500 - $49999,never,never,4~8,4~8,1~3,1,1,0,0,1,0,1,0,2,2,1,0,1,3,2,0,14,0,0,0,6,6,2
Home,Alone,Snowy,30,10PM,Restaurant(20-50),2h,Male,31,Married partner,1,Some college - no degree,Construction & Extraction,$37500 - $49999,never,never,4~8,4~8,1~3,1,0,0,0,1,0,1,0,2,4,4,1,1,3,2,0,14,0,0,0,6,6,2
Home,Alone,Sunny,80,6PM,Bar,2h,Male,31,Married partner,1,Some college - no degree,Construction & Extraction,$37500 - $49999,never,never,4~8,4~8,1~3,1,0,0,1,0,1,1,0,0,2,3,1,1,3,2,0,14,0,0,0,6,6,2
Home,Partner,Sunny,30,10PM,Carry out & Take away,2h,Male,31,Married partner,1,Some college - no degree,Construction & Extraction,$37500 - $49999,never,never,4~8,4~8,1~3,1,1,0,0,1,1,1,3,0,4,2,1,1,3,2,0,14,0,0,0,6,6,2
Work,Alone,Rainy,55,7AM,Restaurant(<20),2h,Male,31,Married partner,1,Some college - no degree,Construction & Extraction,$37500 - $49999,never,never,4~8,4~8,1~3,1,1,1,0,1,1,2,0,1,3,0,1,1,3,2,0,14,0,0,0,6,6,2
Work,Alone,Snowy,30,7AM,Restaurant(<20),2h,Male,31,Married partner,1,Some college - no degree,Construction & Extraction,$37500 - $49999,never,never,4~8,4~8,1~3,1,1,1,0,1,1,2,0,2,3,0,1,1,3,2,0,14,0,0,0,6,6,2
Work,Alone,Snowy,30,7AM,Restaurant(20-50),1d,Male,31,Married partner,1,Some college - no degree,Construction & Extraction,$37500 - $49999,never,never,4~8,4~8,1~3,1,1,1,0,1,0,2,0,2,3,4,0,1,3,2,0,14,0,0,0,6,6,2
Work,Alone,Sunny,80,7AM,Restaurant(<20),1d,Male,31,Married partner,1,Some college - no degree,Construction & Extraction,$37500 - $49999,never,never,4~8,4~8,1~3,1,0,0,1,0,1,2,0,0,3,0,0,1,3,2,0,14,0,0,0,6,6,2
No Urgent Place,Alone,Sunny,80,10AM,Coffee House,1d,Male,46,Single,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$37500 - $49999,never,gt8,1~3,4~8,less1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,4,9,0,0,10,2,6,1
No Urgent Place,Friend(s),Sunny,80,10AM,Restaurant(<20),1d,Male,46,Single,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$37500 - $49999,never,gt8,1~3,4~8,less1,1,0,0,0,1,1,0,1,0,1,0,0,1,1,1,4,9,0,0,10,2,6,1
No Urgent Place,Alone,Sunny,55,6PM,Coffee House,2h,Male,46,Single,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$37500 - $49999,never,gt8,1~3,4~8,less1,1,0,0,0,1,1,0,0,0,2,1,1,1,1,1,4,9,0,0,10,2,6,1
No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(20-50),2h,Male,46,Single,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$37500 - $49999,never,gt8,1~3,4~8,less1,1,1,0,0,1,0,0,1,0,0,4,1,1,1,1,4,9,0,0,10,2,6,1
No Urgent Place,Friend(s),Sunny,80,6PM,Coffee House,1d,Male,46,Single,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$37500 - $49999,never,gt8,1~3,4~8,less1,1,0,0,0,1,1,0,1,0,2,1,0,1,1,1,4,9,0,0,10,2,6,1
No Urgent Place,Friend(s),Sunny,55,10AM,Coffee House,1d,Male,46,Single,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$37500 - $49999,never,gt8,1~3,4~8,less1,1,1,0,0,1,1,0,1,0,1,1,0,1,1,1,4,9,0,0,10,2,6,1
No Urgent Place,Friend(s),Sunny,55,6PM,Carry out & Take away,1d,Male,46,Single,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$37500 - $49999,never,gt8,1~3,4~8,less1,1,1,0,0,1,1,0,1,0,2,2,0,1,1,1,4,9,0,0,10,2,6,1
No Urgent Place,Friend(s),Sunny,30,10PM,Restaurant(<20),2h,Male,46,Single,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$37500 - $49999,never,gt8,1~3,4~8,less1,1,0,0,0,1,1,0,1,0,4,0,1,1,1,1,4,9,0,0,10,2,6,1
No Urgent Place,Friend(s),Rainy,55,10PM,Bar,2h,Male,46,Single,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$37500 - $49999,never,gt8,1~3,4~8,less1,1,1,0,0,1,0,0,1,1,4,3,1,1,1,1,4,9,0,0,10,2,6,1
No Urgent Place,Friend(s),Snowy,30,10AM,Carry out & Take away,1d,Male,46,Single,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$37500 - $49999,never,gt8,1~3,4~8,less1,1,1,0,0,1,1,0,1,2,1,2,0,1,1,1,4,9,0,0,10,2,6,1
No Urgent Place,Friend(s),Snowy,30,10PM,Carry out & Take away,1d,Male,46,Single,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$37500 - $49999,never,gt8,1~3,4~8,less1,1,1,0,0,1,0,0,1,2,4,2,0,1,1,1,4,9,0,0,10,2,6,1
No Urgent Place,Alone,Sunny,80,10AM,Coffee House,1d,Male,46,Single,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$37500 - $49999,never,gt8,1~3,4~8,less1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,4,9,0,0,10,2,6,1
Home,Alone,Sunny,30,6PM,Carry out & Take away,2h,Male,46,Single,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$37500 - $49999,never,gt8,1~3,4~8,less1,1,1,0,1,0,1,1,0,0,2,2,1,1,1,1,4,9,0,0,10,2,6,1
Home,Alone,Rainy,55,10PM,Coffee House,1d,Male,46,Single,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$37500 - $49999,never,gt8,1~3,4~8,less1,1,0,0,1,0,1,1,0,1,4,1,0,1,1,1,4,9,0,0,10,2,6,1
Home,Alone,Snowy,30,6PM,Coffee House,1d,Male,46,Single,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$37500 - $49999,never,gt8,1~3,4~8,less1,1,1,0,0,1,1,1,0,2,2,1,0,1,1,1,4,9,0,0,10,2,6,1
Home,Alone,Snowy,30,10PM,Restaurant(20-50),2h,Male,46,Single,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$37500 - $49999,never,gt8,1~3,4~8,less1,1,0,0,0,1,0,1,0,2,4,4,1,1,1,1,4,9,0,0,10,2,6,1
Home,Alone,Sunny,80,6PM,Bar,2h,Male,46,Single,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$37500 - $49999,never,gt8,1~3,4~8,less1,1,0,0,1,0,0,1,0,0,2,3,1,1,1,1,4,9,0,0,10,2,6,1
Work,Alone,Rainy,55,7AM,Restaurant(<20),2h,Male,46,Single,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$37500 - $49999,never,gt8,1~3,4~8,less1,1,1,1,0,1,0,2,0,1,3,0,1,1,1,1,4,9,0,0,10,2,6,1
Work,Alone,Rainy,55,7AM,Restaurant(20-50),1d,Male,46,Single,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$37500 - $49999,never,gt8,1~3,4~8,less1,1,1,1,0,1,0,2,0,1,3,4,0,1,1,1,4,9,0,0,10,2,6,1
Work,Alone,Snowy,30,7AM,Restaurant(<20),2h,Male,46,Single,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$37500 - $49999,never,gt8,1~3,4~8,less1,1,1,1,0,1,0,2,0,2,3,0,1,1,1,1,4,9,0,0,10,2,6,1
Work,Alone,Snowy,30,7AM,Restaurant(20-50),1d,Male,46,Single,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$37500 - $49999,never,gt8,1~3,4~8,less1,1,1,1,0,1,0,2,0,2,3,4,0,1,1,1,4,9,0,0,10,2,6,1
Work,Alone,Sunny,80,7AM,Restaurant(<20),1d,Male,46,Single,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$37500 - $49999,never,gt8,1~3,4~8,less1,1,0,0,1,0,1,2,0,0,3,0,0,1,1,1,4,9,0,0,10,2,6,1
No Urgent Place,Kid(s),Rainy,55,6PM,Carry out & Take away,2h,Female,50plus,Married partner,1,Some college - no degree,Arts Design Entertainment Sports & Media,$37500 - $49999,never,1~3,never,1~3,less1,1,1,0,0,1,0,0,2,1,2,2,1,0,5,2,0,8,0,0,2,0,2,1
No Urgent Place,Kid(s),Rainy,55,10PM,Bar,1d,Female,50plus,Married partner,1,Some college - no degree,Arts Design Entertainment Sports & Media,$37500 - $49999,never,1~3,never,1~3,less1,1,1,0,0,1,0,0,2,1,4,3,0,0,5,2,0,8,0,0,2,0,2,1
No Urgent Place,Kid(s),Snowy,30,6PM,Bar,1d,Female,50plus,Married partner,1,Some college - no degree,Arts Design Entertainment Sports & Media,$37500 - $49999,never,1~3,never,1~3,less1,1,1,0,0,1,0,0,2,2,2,3,0,0,5,2,0,8,0,0,2,0,2,1
No Urgent Place,Alone,Sunny,80,10AM,Coffee House,1d,Female,50plus,Married partner,1,Some college - no degree,Arts Design Entertainment Sports & Media,$37500 - $49999,never,1~3,never,1~3,less1,1,1,0,0,1,1,0,0,0,1,1,0,0,5,2,0,8,0,0,2,0,2,1
No Urgent Place,Alone,Sunny,55,6PM,Coffee House,2h,Female,50plus,Married partner,1,Some college - no degree,Arts Design Entertainment Sports & Media,$37500 - $49999,never,1~3,never,1~3,less1,1,0,0,0,1,1,0,0,0,2,1,1,0,5,2,0,8,0,0,2,0,2,1
No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(20-50),2h,Female,50plus,Married partner,1,Some college - no degree,Arts Design Entertainment Sports & Media,$37500 - $49999,never,1~3,never,1~3,less1,1,1,0,0,1,1,0,1,0,0,4,1,0,5,2,0,8,0,0,2,0,2,1
No Urgent Place,Friend(s),Sunny,80,6PM,Coffee House,1d,Female,50plus,Married partner,1,Some college - no degree,Arts Design Entertainment Sports & Media,$37500 - $49999,never,1~3,never,1~3,less1,1,0,0,0,1,0,0,1,0,2,1,0,0,5,2,0,8,0,0,2,0,2,1
No Urgent Place,Friend(s),Sunny,30,10PM,Restaurant(<20),2h,Female,50plus,Married partner,1,Some college - no degree,Arts Design Entertainment Sports & Media,$37500 - $49999,never,1~3,never,1~3,less1,1,0,0,0,1,0,0,1,0,4,0,1,0,5,2,0,8,0,0,2,0,2,1
No Urgent Place,Friend(s),Rainy,55,10PM,Bar,2h,Female,50plus,Married partner,1,Some college - no degree,Arts Design Entertainment Sports & Media,$37500 - $49999,never,1~3,never,1~3,less1,1,1,0,0,1,0,0,1,1,4,3,1,0,5,2,0,8,0,0,2,0,2,1
No Urgent Place,Friend(s),Snowy,30,10AM,Carry out & Take away,1d,Female,50plus,Married partner,1,Some college - no degree,Arts Design Entertainment Sports & Media,$37500 - $49999,never,1~3,never,1~3,less1,1,1,0,0,1,1,0,1,2,1,2,0,0,5,2,0,8,0,0,2,0,2,1
No Urgent Place,Friend(s),Snowy,30,10PM,Carry out & Take away,1d,Female,50plus,Married partner,1,Some college - no degree,Arts Design Entertainment Sports & Media,$37500 - $49999,never,1~3,never,1~3,less1,1,1,0,0,1,0,0,1,2,4,2,0,0,5,2,0,8,0,0,2,0,2,1
No Urgent Place,Kid(s),Sunny,80,2PM,Restaurant(20-50),1d,Female,50plus,Married partner,1,Some college - no degree,Arts Design Entertainment Sports & Media,$37500 - $49999,never,1~3,never,1~3,less1,1,0,0,0,1,1,0,2,0,0,4,0,0,5,2,0,8,0,0,2,0,2,1
No Urgent Place,Kid(s),Sunny,55,2PM,Coffee House,1d,Female,50plus,Married partner,1,Some college - no degree,Arts Design Entertainment Sports & Media,$37500 - $49999,never,1~3,never,1~3,less1,1,1,0,0,1,1,0,2,0,0,1,0,0,5,2,0,8,0,0,2,0,2,1
Home,Alone,Sunny,30,6PM,Carry out & Take away,2h,Female,50plus,Married partner,1,Some college - no degree,Arts Design Entertainment Sports & Media,$37500 - $49999,never,1~3,never,1~3,less1,1,1,0,1,0,1,1,0,0,2,2,1,0,5,2,0,8,0,0,2,0,2,1
Home,Alone,Snowy,30,6PM,Coffee House,1d,Female,50plus,Married partner,1,Some college - no degree,Arts Design Entertainment Sports & Media,$37500 - $49999,never,1~3,never,1~3,less1,1,1,0,0,1,1,1,0,2,2,1,0,0,5,2,0,8,0,0,2,0,2,1
Home,Alone,Snowy,30,10PM,Restaurant(20-50),2h,Female,50plus,Married partner,1,Some college - no degree,Arts Design Entertainment Sports & Media,$37500 - $49999,never,1~3,never,1~3,less1,1,0,0,0,1,0,1,0,2,4,4,1,0,5,2,0,8,0,0,2,0,2,1
Home,Alone,Sunny,80,6PM,Bar,2h,Female,50plus,Married partner,1,Some college - no degree,Arts Design Entertainment Sports & Media,$37500 - $49999,never,1~3,never,1~3,less1,1,0,0,1,0,0,1,0,0,2,3,1,0,5,2,0,8,0,0,2,0,2,1
Home,Partner,Sunny,30,10PM,Carry out & Take away,2h,Female,50plus,Married partner,1,Some college - no degree,Arts Design Entertainment Sports & Media,$37500 - $49999,never,1~3,never,1~3,less1,1,1,0,0,1,0,1,3,0,4,2,1,0,5,2,0,8,0,0,2,0,2,1
Work,Alone,Rainy,55,7AM,Restaurant(<20),2h,Female,50plus,Married partner,1,Some college - no degree,Arts Design Entertainment Sports & Media,$37500 - $49999,never,1~3,never,1~3,less1,1,1,1,0,1,0,2,0,1,3,0,1,0,5,2,0,8,0,0,2,0,2,1
Work,Alone,Snowy,30,7AM,Restaurant(<20),2h,Female,50plus,Married partner,1,Some college - no degree,Arts Design Entertainment Sports & Media,$37500 - $49999,never,1~3,never,1~3,less1,1,1,1,0,1,0,2,0,2,3,0,1,0,5,2,0,8,0,0,2,0,2,1
Work,Alone,Snowy,30,7AM,Restaurant(20-50),1d,Female,50plus,Married partner,1,Some college - no degree,Arts Design Entertainment Sports & Media,$37500 - $49999,never,1~3,never,1~3,less1,1,1,1,0,1,0,2,0,2,3,4,0,0,5,2,0,8,0,0,2,0,2,1
Work,Alone,Sunny,80,7AM,Restaurant(<20),1d,Female,50plus,Married partner,1,Some college - no degree,Arts Design Entertainment Sports & Media,$37500 - $49999,never,1~3,never,1~3,less1,1,0,0,1,0,1,2,0,0,3,0,0,0,5,2,0,8,0,0,2,0,2,1
No Urgent Place,Kid(s),Rainy,55,6PM,Carry out & Take away,2h,Male,36,Unmarried partner,1,Associates degree,Unemployed,$25000 - $37499,never,never,1~3,less1,never,1,1,0,0,1,1,0,2,1,2,2,1,1,6,0,2,0,5,0,0,2,1,0
No Urgent Place,Kid(s),Rainy,55,10PM,Bar,1d,Male,36,Unmarried partner,1,Associates degree,Unemployed,$25000 - $37499,never,never,1~3,less1,never,1,1,0,0,1,0,0,2,1,4,3,0,1,6,0,2,0,5,0,0,2,1,0
No Urgent Place,Kid(s),Snowy,30,6PM,Bar,1d,Male,36,Unmarried partner,1,Associates degree,Unemployed,$25000 - $37499,never,never,1~3,less1,never,1,1,0,0,1,0,0,2,2,2,3,0,1,6,0,2,0,5,0,0,2,1,0
No Urgent Place,Alone,Sunny,80,10AM,Coffee House,1d,Male,36,Unmarried partner,1,Associates degree,Unemployed,$25000 - $37499,never,never,1~3,less1,never,1,1,0,0,1,0,0,0,0,1,1,0,1,6,0,2,0,5,0,0,2,1,0
No Urgent Place,Alone,Sunny,55,6PM,Coffee House,2h,Male,36,Unmarried partner,1,Associates degree,Unemployed,$25000 - $37499,never,never,1~3,less1,never,1,0,0,0,1,0,0,0,0,2,1,1,1,6,0,2,0,5,0,0,2,1,0
No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(20-50),2h,Male,36,Unmarried partner,1,Associates degree,Unemployed,$25000 - $37499,never,never,1~3,less1,never,1,1,0,0,1,0,0,1,0,0,4,1,1,6,0,2,0,5,0,0,2,1,0
No Urgent Place,Friend(s),Sunny,80,6PM,Coffee House,1d,Male,36,Unmarried partner,1,Associates degree,Unemployed,$25000 - $37499,never,never,1~3,less1,never,1,0,0,0,1,0,0,1,0,2,1,0,1,6,0,2,0,5,0,0,2,1,0
